deal_num,result_type,tran_num,tran_status,deal_leg,deal_pdc,price_band,price_band_seq_num,volume_type,max_bav_volume_type,peak_offpeak,weekend_weekday,power_season,power_season_year,contract_price,heat_conversion_factor,currency,country,pnl,plan_ccy_mtm_undisc,plan_ccy_pnl_undisc,funct_ccy_realized,funct_ccy_unrealized,funct_ccy_total_value,funct_ccy_pnl,funct_ccy_realized_undisc,funct_ccy_unrealized_undisc,funct_ccy_total_value_undisc,funct_ccy_pnl_undisc,rev_obl,loadshape,load_obligation_type,load_sub_component,load_param_component,load_component,plan_ccy_mtm,plan_ccy_pnl,volume,exposure_type,proj_index_name,main_hub,price_index,location_id,scenario_name,exp_date,plan_ccy_realized,plan_ccy_realized_undisc,plan_ccy_unrealized,plan_ccy_unrealized_undisc,plan_ccy_total_value,plan_ccy_total_value_undisc,broker_id
11,0,5215456,3,0,0,20010,0,0,0,PEAK,WD,Spring,2018,70.4,1,0,20032,-35.2,-70.4,-35.2,-70.4,0.0,-70.4,-35.2,-70.4,0.0,-70.4,-35.2,Obligation,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
